MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,years_to_2024,AdjustedSalePrice,TotalSQFT,TotalBaths
20,RL,88.0,13125,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67.0,TA,TA,CBlock,TA,TA,No,Rec,168.0,BLQ,682.0,284.0,1134.0,GasA,Ex,Y,SBrkr,1803,0,0,1803,1.0,0.0,2,0,3,1,TA,8,Maj1,1,TA,Attchd,1957.0,RFn,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,NoPool,GdPrv,None,0,1,2006,WD ,Normal,155000,18,244171.9275937326,2937.0,3.0
30,RL,72.0,17529,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,Stone,65.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,872.0,872.0,GasA,Fa,N,FuseF,872,0,0,872,0.0,0.0,1,0,2,1,Fa,5,Mod,1,Gd,Detchd,1924.0,Unf,1.0,322.0,Fa,Fa,N,0,0,116,0,0,0,NoPool,NoFence,None,0,4,2006,WD ,Normal,105000,18,165406.78966027047,1744.0,1.0
80,RL,72.0,10246,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,648.0,Unf,0.0,0.0,648.0,GasA,Ex,Y,SBrkr,960,0,0,960,1.0,1.0,0,0,0,1,TA,3,Typ,0,None,Attchd,1965.0,Unf,1.0,364.0,TA,TA,Y,88,0,0,0,0,0,NoPool,NoFence,None,0,5,2006,WD ,Normal,145000,18,228418.90000704015,1608.0,1.5
20,RL,72.0,14175,Pave,NoAlley,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,988.0,Unf,0.0,200.0,1188.0,GasA,Gd,Y,SBrkr,1437,0,0,1437,1.0,0.0,1,1,3,1,TA,6,Min2,1,TA,Detchd,1999.0,Unf,2.0,576.0,TA,TA,Y,304,0,0,0,0,0,NoPool,NoFence,None,0,11,2006,WD ,Normal,168000,18,264650.86345643277,2625.0,2.5
20,RL,81.0,20355,Pave,NoAlley,Reg,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,6,1967,1967,Gable,Tar&Grv,Plywood,Plywood,BrkFace,123.0,TA,TA,CBlock,Gd,TA,Av,Rec,810.0,ALQ,826.0,229.0,1865.0,GasA,TA,Y,SBrkr,1830,0,0,1830,1.0,0.0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1967.0,Unf,2.0,521.0,TA,TA,Y,0,115,168,0,0,0,NoPool,NoFence,None,0,6,2006,WD ,Normal,278000,18,437934.16691004945,3695.0,2.0
20,RL,87.0,13050,Pave,NoAlley,Reg,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,6,1963,1963,Flat,Tar&Grv,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,Gd,TA,Av,Rec,104.0,ALQ,850.0,46.0,1000.0,GasA,Ex,Y,SBrkr,1000,0,0,1000,1.0,0.0,1,0,1,1,TA,4,Typ,2,TA,Attchd,1993.0,Unf,2.0,575.0,TA,TA,Y,238,0,148,0,0,0,NoPool,NoFence,None,0,4,2006,WD ,Normal,164000,18,258349.65242175577,2000.0,2.0
50,RL,81.0,15593,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603.0,Unf,0.0,701.0,1304.0,GasW,TA,Y,SBrkr,1304,983,0,2287,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2.0,667.0,TA,TA,Y,0,21,114,0,0,0,NoPool,NoFence,None,0,7,2006,WD ,Normal,225000,18,354443.12070057954,3591.0,2.0
85,RL,72.0,10820,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,7,1971,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,PConc,Gd,TA,Av,GLQ,535.0,Rec,159.0,88.0,782.0,GasA,Ex,Y,SBrkr,810,0,0,810,1.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1973.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,NoPool,MnPrv,None,0,6,2006,WD ,Normal,130000,18,204789.35862700152,1592.0,2.0
20,RL,100.0,13350,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762.0,Unf,0.0,102.0,864.0,GasA,TA,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1974.0,Unf,2.0,440.0,TA,TA,Y,241,0,0,0,0,0,NoPool,MnPrv,None,0,6,2006,WD ,Normal,142500,18,224480.64311036706,1758.0,2.0
150,RL,81.0,1700,Pave,NoAlley,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,Twnhs,1.5Fin,7,5,1980,1981,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,397.0,Unf,0.0,33.0,430.0,GasA,TA,Y,SBrkr,880,680,140,1700,1.0,0.0,2,1,2,1,Gd,7,Typ,0,None,Basment,1980.0,Fin,1.0,450.0,Gd,TA,Y,188,36,0,0,200,0,NoPool,NoFence,None,0,4,2006,WD ,Normal,148400,18,233774.92938651558,2130.0,3.5
20,RL,75.0,9375,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,799.0,Unf,0.0,168.0,967.0,GasA,Ex,Y,SBrkr,1350,0,0,1350,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1954.0,RFn,2.0,504.0,TA,TA,Y,237,0,0,0,0,0,NoPool,NoFence,None,0,6,2006,WD ,Normal,146000,18,229994.2027657094,2317.0,1.5
20,RL,78.0,7800,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,8,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,GLQ,603.0,Unf,0.0,293.0,896.0,GasA,Ex,Y,SBrkr,1112,896,0,2008,1.0,0.0,3,0,3,1,Ex,8,Typ,0,None,Attchd,1948.0,Unf,1.0,230.0,TA,TA,Y,103,0,0,0,0,0,NoPool,NoFence,None,0,8,2006,WD ,Normal,225000,18,354443.12070057954,2904.0,4.0
70,RL,114.0,19950,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,1337,672,0,2009,0.0,0.0,2,0,4,1,TA,8,Typ,2,Gd,2Types,1928.0,Unf,3.0,795.0,TA,TA,P,0,42,0,0,180,0,NoPool,NoFence,None,0,12,2006,WD ,Normal,235000,18,370196.14828727196,2681.0,2.0
75,RL,60.0,19800,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2.5Unf,6,8,1935,1990,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,425.0,Unf,0.0,1411.0,1836.0,GasA,Gd,Y,SBrkr,1836,1836,0,3672,0.0,0.0,3,1,5,1,Gd,7,Typ,2,Gd,Detchd,1993.0,Unf,2.0,836.0,TA,TA,Y,684,80,32,0,0,0,NoPool,NoFence,None,0,12,2006,WD ,Normal,415000,18,653750.6448477356,5508.0,3.5
80,RL,78.0,11679,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,5,5,1962,1962,Gable,CompShg,Plywood,Plywood,Stone,96.0,TA,TA,CBlock,TA,TA,Gd,ALQ,612.0,Rec,1164.0,0.0,1776.0,GasA,Ex,Y,SBrkr,1560,0,0,1560,0.0,1.0,2,0,3,1,TA,6,Min2,1,Fa,Attchd,1962.0,Fin,2.0,528.0,TA,TA,Y,453,253,144,0,0,0,NoPool,MnPrv,None,0,5,2006,WD ,Normal,182000,18,286705.1020778021,3336.0,2.5
20,RL,70.0,10519,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,8,1955,1999,Hip,CompShg,MetalSd,MetalSd,Stone,164.0,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1057.0,1057.0,GasA,Gd,Y,SBrkr,1057,0,0,1057,0.0,1.0,1,0,3,1,Gd,6,Typ,0,None,Attchd,1955.0,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,3,2006,WD ,Normal,137000,18,215816.47793768623,2114.0,1.5
50,RL,75.0,9525,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,444.0,Unf,0.0,550.0,994.0,GasA,Gd,Y,SBrkr,1216,639,0,1855,0.0,0.0,2,0,4,1,TA,7,Typ,0,None,Attchd,1954.0,Unf,1.0,325.0,TA,TA,Y,182,0,0,0,0,0,NoPool,NoFence,None,0,10,2006,WD ,Normal,136900,18,215658.94766181931,2849.0,2.0
50,RL,75.0,9525,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,468.0,Unf,0.0,532.0,1000.0,GasA,TA,Y,SBrkr,1068,541,0,1609,0.0,0.0,1,1,5,1,TA,7,Typ,0,None,Attchd,1953.0,Unf,1.0,305.0,Fa,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,7,2006,WD ,Normal,149900,18,236137.88352451945,2609.0,1.5
20,RL,57.0,6420,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,210.0,ALQ,551.0,219.0,980.0,GasA,Fa,Y,FuseA,1148,0,0,1148,0.0,1.0,1,0,2,1,TA,6,Typ,0,None,Detchd,1952.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,9,2006,WD ,Normal,123500,18,194549.89069565144,2128.0,1.5
50,RL,50.0,7585,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Fa,Mn,Unf,0.0,Unf,0.0,810.0,810.0,GasA,Fa,Y,FuseA,1002,454,0,1456,1.0,1.0,1,0,4,1,TA,7,Typ,1,TA,Detchd,1954.0,Unf,1.0,280.0,TA,TA,P,0,0,0,0,0,0,NoPool,NoFence,None,0,8,2006,WD ,Normal,91500,18,144140.20241823568,2266.0,2.5
20,RL,70.0,11200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,TA,CBlock,Gd,TA,No,GLQ,1258.0,Unf,0.0,40.0,1298.0,GasA,TA,Y,SBrkr,1298,0,0,1298,1.0,0.0,2,0,3,1,Gd,5,Typ,1,TA,Attchd,1985.0,Unf,2.0,403.0,TA,TA,Y,165,26,0,0,0,0,NoPool,NoFence,None,0,5,2006,WD ,Normal,180000,18,283554.4965604637,2596.0,3.0
60,RL,80.0,9554,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,GLQ,380.0,Unf,0.0,397.0,777.0,GasA,Ex,Y,SBrkr,1065,846,0,1911,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993.0,RFn,2.0,471.0,TA,TA,Y,182,81,0,0,0,0,NoPool,NoFence,None,0,9,2006,WD ,Normal,215000,18,338690.0931138871,2688.0,2.5
90,RL,73.0,9069,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,SFoyer,6,8,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,TA,Av,LwQ,261.0,GLQ,1083.0,0.0,1344.0,GasA,Gd,Y,SBrkr,1440,0,0,1440,2.0,0.0,2,0,2,2,Gd,8,Typ,0,None,Attchd,1993.0,Unf,4.0,920.0,TA,TA,Y,288,0,0,0,0,0,NoPool,NoFence,None,0,4,2006,WD ,Normal,224500,18,353655.4693212449,2784.0,4.0
20,RL,78.0,11645,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.0,Unf,0.0,434.0,1734.0,GasA,Ex,Y,SBrkr,1734,0,0,1734,1.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2005.0,Fin,2.0,660.0,TA,TA,Y,160,24,0,0,0,0,NoPool,NoFence,None,0,1,2006,WD ,Normal,260000,18,409578.71725400304,3468.0,3.0
20,RL,78.0,9316,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,56.0,Unf,0.0,1558.0,1614.0,GasA,Ex,Y,SBrkr,1614,0,0,1614,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,576.0,TA,TA,Y,100,45,0,0,0,0,NoPool,NoFence,None,0,3,2006,WD ,Normal,225000,18,354443.12070057954,3228.0,2.0
60,RL,78.0,9316,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,532.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,784.0,784.0,GasA,Ex,Y,SBrkr,784,812,0,1596,0.0,0.0,2,1,3,1,Gd,6,Typ,0,None,Attchd,2005.0,RFn,2.0,610.0,TA,TA,Y,144,45,0,0,0,0,NoPool,NoFence,None,0,6,2006,WD ,Normal,181000,18,285129.7993191329,2380.0,2.5
20,RL,81.0,36500,Pave,NoAlley,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,812.0,Unf,0.0,812.0,1624.0,GasA,Fa,Y,SBrkr,1582,0,0,1582,0.0,1.0,2,0,4,1,TA,7,Typ,0,None,Attchd,1964.0,Unf,2.0,390.0,TA,TA,N,168,198,0,0,0,0,NoPool,NoFence,None,0,6,2006,WD ,Normal,190000,18,299307.5241471561,3206.0,2.5
80,RL,81.0,21453,Pave,NoAlley,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,938.0,Unf,0.0,0.0,938.0,GasA,Ex,Y,SBrkr,988,0,0,988,1.0,0.0,1,0,1,1,TA,4,Typ,2,TA,Attchd,1969.0,Unf,2.0,540.0,TA,TA,Y,0,130,0,130,0,0,NoPool,NoFence,None,0,10,2006,WD ,Normal,180000,18,283554.4965604637,1926.0,2.0
20,RL,62.0,70761,Pave,NoAlley,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655.0,Unf,0.0,878.0,1533.0,GasA,TA,Y,SBrkr,1533,0,0,1533,1.0,0.0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1975.0,Unf,2.0,576.0,TA,TA,Y,200,54,0,0,0,0,NoPool,NoFence,None,0,12,2006,WD ,Normal,280000,18,441084.7724273879,3066.0,3.0
85,RL,57.0,8846,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,298.0,Unf,0.0,572.0,870.0,GasA,Ex,Y,SBrkr,914,0,0,914,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1998.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,7,2006,WD ,Normal,148000,18,233144.8082830479,1784.0,1.0
20,RL,95.0,13015,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1100.0,1100.0,GasA,Ex,Y,SBrkr,1100,0,0,1100,0.0,0.0,1,1,3,1,TA,5,Typ,0,None,Attchd,1996.0,RFn,2.0,462.0,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,6,2006,WD ,Normal,145000,18,228418.90000704015,2200.0,1.5
60,RL,65.0,12438,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,781.0,781.0,GasA,Ex,Y,SBrkr,795,704,0,1499,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1995.0,RFn,2.0,473.0,TA,TA,Y,413,91,0,0,0,0,NoPool,NoFence,None,0,8,2006,WD ,Normal,187000,18,294581.61587114836,2280.0,2.5
20,RL,70.0,8685,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,846.0,Unf,0.0,579.0,1425.0,GasA,Ex,Y,SBrkr,1425,0,0,1425,1.0,0.0,2,0,3,1,TA,5,Typ,0,None,Attchd,1998.0,RFn,2.0,591.0,TA,TA,Y,0,130,0,0,0,0,NoPool,NoFence,None,0,5,2006,WD ,Normal,193000,18,304033.4324231638,2850.0,3.0
20,RL,43.0,13568,Pave,NoAlley,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716.0,Unf,0.0,274.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,990,0.0,1.0,1,0,3,1,TA,5,Typ,0,None,Attchd,1996.0,Unf,2.0,576.0,TA,TA,Y,224,0,0,0,0,0,NoPool,NoFence,None,0,7,2006,WD ,Normal,156000,18,245747.23035240182,1980.0,1.5
20,RL,70.0,9100,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,244.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1400.0,Unf,0.0,125.0,1525.0,GasA,Ex,Y,SBrkr,1525,0,0,1525,1.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2000.0,RFn,2.0,541.0,TA,TA,Y,219,36,0,0,0,0,NoPool,NoFence,None,0,9,2006,WD ,Normal,235000,18,370196.14828727196,3050.0,3.0
20,RL,79.0,9236,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200.0,Unf,0.0,279.0,1479.0,GasA,Ex,Y,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1997.0,RFn,2.0,576.0,TA,TA,Y,168,27,0,0,0,0,NoPool,NoFence,None,0,7,2006,WD ,Normal,217000,18,341840.6986312256,2973.0,3.0
20,RL,78.0,10264,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162.0,Unf,0.0,426.0,1588.0,GasA,Ex,Y,SBrkr,1588,0,0,1588,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1999.0,RFn,2.0,472.0,TA,TA,Y,158,29,0,0,0,0,NoPool,NoFence,None,0,8,2006,WD ,Normal,214000,18,337114.7903552179,3176.0,2.0
60,RL,68.0,9272,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,500.0,Unf,0.0,342.0,842.0,GasA,Ex,Y,SBrkr,856,893,0,1749,0.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1999.0,RFn,2.0,515.0,TA,TA,Y,140,85,0,0,0,0,NoPool,NoFence,None,0,6,2006,WD ,Normal,196000,18,308759.34069917153,2591.0,2.5
60,RL,72.0,13426,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,894.0,Unf,0.0,57.0,951.0,GasA,Ex,Y,SBrkr,951,828,0,1779,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999.0,Fin,2.0,586.0,TA,TA,Y,208,107,0,0,0,0,NoPool,NoFence,None,0,9,2006,WD ,Normal,217000,18,341840.6986312256,2730.0,3.5
60,RL,95.0,13450,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,700.0,Unf,0.0,216.0,916.0,GasA,Ex,Y,SBrkr,920,941,0,1861,1.0,0.0,2,1,3,1,Gd,8,Typ,0,None,BuiltIn,2002.0,RFn,2.0,492.0,TA,TA,Y,146,91,0,0,0,0,NoPool,NoFence,None,0,6,2006,WD ,Normal,200000,18,315060.5517338485,2777.0,3.5
60,RL,65.0,14006,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,Ex,Y,SBrkr,936,840,0,1776,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2002.0,RFn,2.0,474.0,TA,TA,Y,144,96,0,0,0,0,NoPool,NoFence,None,0,2,2006,WD ,Normal,192500,18,303245.78104382916,2712.0,2.5
20,RL,118.0,13704,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1541.0,1541.0,GasA,Ex,Y,SBrkr,1541,0,0,1541,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,3.0,843.0,TA,TA,Y,468,81,0,0,0,0,NoPool,NoFence,None,0,1,2006,WD ,Normal,205000,18,322937.0655271947,3082.0,2.0
80,RL,55.0,10780,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,483.0,Unf,0.0,428.0,911.0,GasA,Gd,Y,SBrkr,954,0,0,954,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,1976.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,7,2006,WD ,Normal,132500,18,208727.61552367464,1865.0,1.0
60,RL,50.0,8340,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,6,1977,1977,Gable,CompShg,HdBoard,Plywood,BrkFace,62.0,TA,TA,CBlock,Gd,TA,Av,GLQ,509.0,Unf,0.0,166.0,675.0,GasA,TA,Y,SBrkr,686,702,0,1388,0.0,0.0,1,1,3,1,TA,6,Typ,0,None,Attchd,1977.0,Unf,1.0,317.0,TA,TA,Y,406,36,0,0,0,0,NoPool,NoFence,None,0,12,2006,WD ,Normal,157500,18,248110.1844904057,2063.0,1.5
